Authors,Author(s) ID,Title,Label_01,Label_02,Abstract,Year,Source title,Author Keywords,text
"Engelbrecht A., Hendrikz K.",56007177200;57208601961;,"Influence of moral intelligence, principled leadership and trust on organisational citizenship behaviour",style_authentic,leadership_style,"Background: Organisational citizenship behaviour (OCB) plays a substantial role in individual and organisational performance. Aim: The aim of the study was to investigate how moral intelligence and principled leadership can influence trust in the leader and OCB. Setting: Data were collected from 300 employees from various organisations in South Africa. Purposive, non-probability sampling was used. Methods: A theoretical model and hypotheses were developed to explain the structural relationships among the latent variables. Data were analysed by means of item analysis and confirmatory factor analysis conducted via structural equation modelling (SEM). Results: High levels of reliability were found for the measurement scales. Good model fit was demonstrated for the measurement and structural models. Empirical support was found for the significant mediating effects of principled leadership and trust in leaders in the indirect relationship between moral intelligence and OCB. The Principled Leadership Scale (PLS) could be used in the selection or development of principled leaders to develop an ethical culture to combat the high levels of corruption that many organisations face. Principled leaders play a key role in creating an ethical and trusting work climate conducive for OCB. Conclusion: This study is the first to analyse the joint relationships among the specific latent variables in the structural model. Furthermore, the study provided the first supporting evidence for the concurrent validity of the newly developed PLS. © 2020. The Authors. Licensee: AOSIS.",2020,South African Journal of Economic and Management Sciences,Ethical leadership; Leader trust; Moral intelligence; Organisational citizenship behaviour; Principled leadership,Ethical leadership; Leader trust; Moral intelligence; Organisational citizenship behaviour; Principled leadership
Sisson A.D.,57215070799;,Music festival supervisor leadership style and organizational citizenship behavior: the effects of employee and volunteer relationships and dependence on their leader,organizational,organizational,"Purpose: The relationship between leadership style and employee outcomes is well established. However, organizational management research lacks an understanding of the dyadic relationship between supervisors and employees and volunteers at music festivals. This study examines a mediation model in which leader–member exchange (LMX) affects leadership style and organizational citizenship behavior. Additionally, the study examines a moderating model in which dependence on the leader moderates relationships between leadership style and leader–member exchange. Design/methodology/approach: Confirmatory factor analysis, structural equation modeling and conditional process analysis were employed to test the model using data collected from 97 supervisors, volunteers and employees who worked at an annual large-scale music festival staged in Costa Rica. Findings: Results reveal that leadership style relates positively to LMX and organizational citizenship behavior (OCB). Simultaneously, the mediating effect of LMX and moderating effect of dependence on the leader was not significant on the leadership style and OCB. Research limitations/implications: Given the small sample size and accessibility to one music festival, caution should be taken in drawing causal conclusions from the results. Practical implications: The study contributes to the knowledge of event and festival management with recommendations for leadership training initiatives for supervisors and employees/volunteers. Originality/value: This study is among the first to examine the mediating role of LMX between leadership style and OCB, moderating the role of dependence on leadership style and LMX with music festival supervisors and employees/volunteers. © 2021, Emerald Publishing Limited.",2021,International Journal of Event and Festival Management,Leader dependence; Leadership style; Leader–member exchange; Music festivals; Organizational citizenship behavior,Leader dependence; Leadership style; Leader–member exchange; Music festivals; Organizational citizenship behavior
"Manggai B.A., Thukiman K.B., Othman M.F.B., Majid M.K.",57202306011;57202306517;56287142800;57210437015;,The mediating effect of organization commitment and religiosity on transformational leadership style and post-conventional ethical decision making in the Malaysian public sector,style_transformational,leadership_style,"Ethical decision making plays a significant role on effectiveness of public sector organization especially Royal Malaysia Police (RMP). The main task of the Royal Malaysia Police is to maintain national security at the highest level. Despite that Royal Malaysia Police facing a challenge where members of the community start questioning the quality, integrity and ethic of police services. There have been numerous attempts by the authorities to improve the quality of public service especially Royal Malaysia Police, but the challenge not resolve. To improve the quality of public service especially Royal Malaysia Police, previous researcher emphasize that ethical value needs to be given priority and addressed and ethics will not work without suitable leaders in organization. This paper examines the mediator effects of organization commitment and religious commitment on relationship between transformational leadership style and post-conventional ethical decision making. This paper finding has confirmed that organizational commitment becomes partial mediator relationship between transformational leadership style and post-conventional ethical decision making, moreover religious commitment is full mediator in relationship between transformational leadership style and post-conventional ethical decision making. We argue that organizational commitment and religious commitment an explanatory insight into understanding variability of leader’s ethical judgment and behavior in most part of the world as the three schemas used in ethical reasoning are significantly related to individual beliefs and societal approval. © BEIESP.",2019,International Journal of Recent Technology and Engineering,Ethical Decision Making; Organization Commitment; Post-Conventional Ethical Decision Making; Religious Commitment; Transformational Leadership,Ethical Decision Making; Organization Commitment; Post-Conventional Ethical Decision Making; Religious Commitment; Transformational Leadership
"Ye P., Liu L., Tan J.",37051553000;57201061663;7402302457;,"Creative leadership, innovation climate and innovation behaviour: the moderating role of knowledge sharing in management",style_creative,leadership_style,"Purpose: Innovation, in most enterprises, originates from employees. In this study, how organizational climate, creative leadership ability and emotional reaction to imposed change impact on innovative behaviour of employees vis-à-vis knowledge sharing within the workplace is explored. Design/methodology/approach: Adopting a social cognitive perspective, a model is constructed to explain factors influencing the innovation behaviour of employees along two key aspects, that is, organizational climate (innovation vs risk-taking climate) and creative leadership ability (leadership skills, vision incentive) vis-à-vis other moderating factors. A survey questionnaire, administered to a total of 311 manufacturing employees in China, was used to verify the proposed research model via Smart PLS. Findings: Results unveil several key factors impacting positively on creative leadership in organizations. Specifically, creative leadership ability, emotional reaction to imposed change, innovation climate and knowledge sharing are found to impact positively on innovation behaviour while supportive versus risk-taking climate as well as emotional reaction are found to impact positively on innovation climate. Additionally, knowledge sharing is found to regulate the relationship between innovation climate and innovation behaviour. Research limitations/implications: While offering insights into the antecedent factors of innovation behaviour, the study extends research on the intermediary role of innovation climate and employees' innovation behaviour. Additionally, it improves one's understanding on the moderating role between knowledge sharing and innovation behaviour. Practical implications: The study findings will assist enterprises in diagnosing the implementation environment of innovation strategy, thereby providing a reference for training enterprise leadership while improving the employees' understanding of innovation and reform in the workplace. Originality/value: The study contributes both theoretical and managerial thinking on the extent in which organizational climate and creative leadership ability may and/or should be evolved appropriately to support, encourage and nurture employees' innovation behaviour in the workplace. © 2021, Emerald Publishing Limited.",2022,European Journal of Innovation Management,Creative leadership ability; Emotional reaction to imposed change; Innovation climate; Knowledge sharing; Risk-taking climate,Creative leadership ability; Emotional reaction to imposed change; Innovation climate; Knowledge sharing; Risk-taking climate
"Tiwari M., Jha R.",57203401823;57219960972;,"Narcissism, toxic work culture and abusive supervision: a double-edged sword escalating organizational deviance",organizational,organizational,"Purpose: In a nutshell, the purpose of this paper is to accentuate the mask of evils of the organization by discussing different experiences, stories and cases, which is on itself a bizarre because we always talk about the morality and ethos in leading styles. Design/methodology/approach: The study is conducted in India and descriptive in nature. The structural equation modelling technique is used in the paper to test the relationships among the constructs directly and indirectly by mediation effect on how it raises the organizational deviance. Findings: The outcome of the study indicates that organizational deviance is highly influenced by narcissism, which also raises the toxic work culture and abusive supervision. The mentioned variables not only have a significant effect but also have a partial mediation effect on organizational deviance. The study significantly contributes to the literature with the findings that not only narcissism led to organizational deviance but additionally leads to high arousal through a positive relationship with toxic work culture and abusive supervision strongly leading to organizational deviance. Research limitations/implications: The study is for leaders who are more with self-love, demolishing peace and promoting the toxic work culture and deviant behaviours. Practical implications: Having narcissistic traits then turns into a complicated situation for employees to decide whether to stay in the organization or leave, and if these intentions are not developing, then it led to deviance on the part of employees. Social implications: A leader becomes so much obsessed with their egomania and uses the abusive supervision to dominate the team members. This pattern has to stop, as it fabricating the wrong connotation of the tranquillity of followers or team members. Originality/value: This study contributes to the outcome where leaders could understand the impact of how their excess self-love turns against the workplace peace and results in high deviance. © 2021, Emerald Publishing Limited.",2022,International Journal of Organizational Analysis,Abusive supervision; Leadership; Narcissism; Organizational deviance; Toxic work culture,Abusive supervision; Leadership; Narcissism; Organizational deviance; Toxic work culture
"Zungu S., Mathu K.M., Scheepers C.",57215490853;56005047900;57191675445;,Addressing operational constraints through Contextual Leadership at a KZN Public Hospital,others,others,"Subject area: Organizational Development; Change Management; Leadership; Healthcare Management Operations; Supply Chain. Study level/applicability: MBA; Masters in Healthcare Management; Post-graduate Diploma in Leadership; MPhil in Strategic Leadership. Case overview: On April 16, 2016, the CEO of Prince Mshiyeni Memorial hospital, Kwa-Zulu Natal, South Africa, Dr Sandile Tshabalala reflected as he drove through the winding hills of the Cato range. In recent years, the hospital had been a subject of negative publicity with horror stories about patients collapsing while waiting for their medication at one of Durban’s largest hospitals. The case features a number of stakeholders and their demands and even threats. Contextual leadership intelligence requires accurate identification of relevant stakeholders and then involvement in solutions. The case illustrates how these demands had been listened to and how the stakeholders had been involved in finding solutions. A remarkable solution was to realize that the bottleneck at the pharmacy was actually caused by a problem early on in the process, for example, the late start of administrative staff who had to submit patients. A further solution was to utilize the primary health care clinics and even churches for dispensing chronic medicine. Expected learning outcomes: Gaining insight and foresight into the operations and supply chain dilemmas in public health care. Developing understanding of the impact of various stakeholders in the healthcare sector. Understanding buy-in when leading change. Acquiring contextual leadership intelligence in the public health environment. Supplementary materials: Teaching Notes are available for educators only. Please contact your library to gain login details or email support@emeraldinsight.com to request teaching notes. Subject code: CSS 7: Management Science. © 2018, Emerald Publishing Limited.",2018,Emerald Emerging Markets Case Studies,Event strategy/leadership; Health and safety; Organizational behavior; Public administration; Stakeholder management; Supply chain management,Event strategy/leadership; Health and safety; Organizational behavior; Public administration; Stakeholder management; Supply chain management
"Velez M.J., Neves P.",56992492100;56457882600;,Shaping emotional reactions to ethical behaviors: Proactive personality as a substitute for ethical leadership,style_ethical,leadership_style,"Due to ethical lapses of leaders, interest in ethical leadership has grown, raising important questions about the responsibility of leaders in ensuring moral and ethical conduct. However, research on ethical leadership has failed to examine the active role that followers' attributes play in enhancing or minimizing the influence of ethical leadership in organizational outcomes. We applied the substitutes for leadership approach (Kerr & Jermier, 1978) to ethical leadership and predicted that proactive personality acts as substitute in the relationship between ethical leadership, workplace emotions and organizational citizenship behaviors (OCBs). Data from two distinct samples offered strong support for the hypotheses. Specifically, we found that ethical leadership was significantly and negatively related to negative workplace emotions when subordinate proactive personality was low, but not when it was high, with consequences for OCBs. These findings suggest that proactive personality constitutes an important moderator on the impact of low ethical leadership on workplace emotions, with consequences for OCBs. © 2018 Elsevier Inc.",2018,Leadership Quarterly,Ethical leadership; Organizational citizenship behaviors; Proactive personality; Substitutes for leadership; Workplace emotions,Ethical leadership; Organizational citizenship behaviors; Proactive personality; Substitutes for leadership; Workplace emotions
"Ismail H., El Irani M., Kertechian K.S.",56954393300;57225018857;57189999884;,Green HRM and nongreen outcomes: the mediating role of visionary leadership in Asia,style_visionary,leadership_style,"Purpose: The main purpose of this study was to test whether green human resource management (GHRM) practices affect employee nongreen outcomes through the mediation of perceived visionary leadership. Design/methodology/approach: A sample of 144 Lebanese employees from the construction industry took part in this study. Multiple regression and bootstrapping methods were employed in the analysis of the data. Findings: GHRM was found to influence organizational pride and organizational citizenship behavior positively via visionary leadership. The results highlight the importance of implementing GHRM as a strategy to achieve environmental sustainability and enhance employee behaviors. Originality/value: This is one of the first studies to explore the impact of GHRM on nongreen work outcomes in Western Asia, particularly Lebanon, in addition to exploring the mediating role of visionary leadership in the relationship between GHRM and nongreen work outcomes. © 2021, Emerald Publishing Limited.",2022,International Journal of Manpower,Environment; Green HRM; Job performance; Lebanon; Middle East; Nongreen work outcomes; Organizational citizenship behavior; Organizational pride; Trust; Turnover; Visionary leadership,Environment; Green HRM; Job performance; Lebanon; Middle East; Nongreen work outcomes; Organizational citizenship behavior; Organizational pride; Trust; Turnover; Visionary leadership
"Cheung C.M., Zhang R.P.",57189854261;57209802899;,How Organizational Support Can Cultivate a Multilevel Safety Climate in the Construction Industry,organizational,organizational,"Safety climate has a positive impact on safety performance in the construction industry; it is a multilevel phenomenon that can be formed at the organization and group levels, especially in large organizations with a multilevel management structure. This study investigates how organizational support cascades down to cultivate a group-level safety climate at two time points over a 2-year period through a relationship with an organization-level safety climate, supervisory safety-specific transformation leadership, and coworker support in a large US-based construction contractor. Structural equation modeling analysis on data from an online survey among 284 construction professionals shows, unlike prior research, that organizational support at one point in time does not directly predict a subsequent group-level safety climate. Instead, it affects the group-level safety climate through the mediation effect of supervisory safety-specific transformational leadership and organization-level safety climate and its moderating effect on the relationship between coworker support and group-level safety climate. Importantly, the results also suggest that safety-specific transformational leadership may be an even more important predictor of group-level safety climate than organization-level safety climate and coworker support. These results imply that organizational support could focus on empowering leaders to demonstrate safety-specific transformational leadership behaviors for the sake of promoting a group-level safety climate. © 2020 American Society of Civil Engineers.",2020,Journal of Management in Engineering,Coworker support; Organizational support; Safety climate; Safety-specific transformational leadership; Structural equation modeling,Coworker support; Organizational support; Safety climate; Safety-specific transformational leadership; Structural equation modeling
"Santora J.C., Bozer G., Kooskora M.",22836323800;37050629000;6504439170;,Views of Estonian nonprofit executives on succession: lessons from the field,others,others,"Purpose: The purpose of this paper is to investigate the perceptions of five leadership succession themes by executives of Estonian nonprofit organizations. Design/methodology/approach: This is a qualitative study that uses narrative inquiry and purposive sampling. Face-to-face and Skype interviews were conducted with 15 executives. Findings: Succession was unplanned in most of the Estonian nonprofits; successors were coached during initial transitionary periods; insiders were preferred to outsiders; requirements of executive positions were unmet because of a talent shortfall; lack of trust, unexpected behavior, and possible ethical issues were key risk factors associated with succession; and mixed opinions were received regarding the advantages and disadvantages of succession planning. Research limitations/implications: Narrow focus on Estonian nonprofit organizations and their executives, purposive sampling, and single qualitative research method. Results may not be applicable to other nonprofits. Practical implications: Practitioners of Estonian nonprofits can better understand the implications of executive succession issues. Lessons learned may help other nonprofit leaders. Social implications: Having a carefully crafted succession plan can enable smoother transitions between organizational leaders and create organizational stability, thereby ensuring a continuous delivery of goods and services to clients. Originality/value: Seminal research – this is the first study of its kind on Estonian nonprofit organizations and executive succession issues. This paper can serve as a foundation for further research on Eastern European nonprofits. © 2018, Emerald Publishing Limited.",2019,Development and Learning in Organizations,CEOs; Estonia; Narrative inquiry; Nonprofit organizations; Qualitative research; Succession themes,CEOs; Estonia; Narrative inquiry; Nonprofit organizations; Qualitative research; Succession themes
"Sukoco B.M., Choirunnisa Z., Mudzakkir M.F., Susanto E., Nasution R.A., Widianto S., Fauzi A.M., Wu W.-Y.",25823403000;57224678087;57221478611;35932883300;24476878500;55928498000;57908467100;7407078721;,Empowering leadership and behavioural support for change: the moderating role of a diverse climate,style_empowering,leadership_style,"Purpose: Members' behaviour to support change is a critical factor in organisational change. Building on social cognitive theory, this research investigates how empowering leadership (EL) contributes to behavioural support for change in higher education. The paper argues that the relationship between EL and behavioural support for change is moderated by diversity climate. Design/methodology/approach: To test the hypotheses, 107 colleges from the highest-ranking 11 universities in Indonesia, consisting of 1,634 faculties, participated in this study. Findings: Members would experience higher support for change with EL. Furthermore, the positive relationship between EL and behavioural support for change was stronger in members who perceived a more diverse climate. Originality/value: This study empirically tested how behaviour to support change was determined by leaders' empowering behaviour based on social cognitive theory in a high-power distance culture. In terms of its methodological contributions, this study used a multi-level analysis in order to test EL. Finally, the research on behavioural support for change has been expanded upon through a unit-level analysis. © 2022, Emerald Publishing Limited.",2022,International Journal of Educational Management,Behavioural support for change; Diversity climate; Empowering leadership; Indonesia; Organizational change,Behavioural support for change; Diversity climate; Empowering leadership; Indonesia; Organizational change
"Faridi M.R., Ahmad M.",8649572600;57462964500;,Spiraling impact of discrepancies in sales accounting on a booming business: a case study of T.M. Exports,others,others,"Learning Outcomes: By reading and understanding this case study, students are expected to: 1.Able to understand and review the impact of unethical practices from accounting perspective; 2.Able to make an analysis of how one unethical act triggers a series of forced unethical acts (ripple effect); 3.Identify the unfair practices as well as be proactive in preventing unfair practices in the business day to day affairs; 4.Able to relate the function of various ratios (current ratio, quick ration, debt to asset ratio, debt to equity ratio etc.) and its impact on the business performance; and 5.Able to apply various lean quality tools, doing the root cause analysis in identifying and solving problems. Case Overview/Synopsis: T.M. Exports (TME) was an India-based privately owned and operated enterprise. The company had a brilliant employee named Sanjay, who was a 12-year veteran. TME’s Business Intelligence (BI) department at TME head office, Kanpur, India, ostensibly learned on April 8, 2019, from the rumors about a brand-new vehicle dished out to Sanjay by his friend who made fortune worth of millions from certain transactions. To add fuel to the fire, another incident surfaced concerning a warehouse keeper, Mohit, who was also involved in embezzlement in one of the sales offices. On May 16, 2019, BI reported these two incidents to the internal auditor who launched an internal investigation to get to root of this case. Consequently, the company owner, Tariq Mahmood got himself caught up in a dilemma to fire both Sanjay and Mohit only or restructure the organization for better transparency and integrative approach in future. Moreover, the newly appointed Chief Executive Officer had the dilemma of keeping high safety stock to maximize service level or keeping conservative safety stock and rely on-spot market-buying if demand spiked. He decided and instructed all the warehouses to keep higher inventories to meet the forecasted demand, considering unexpected spikes in demand witnessed historically. Thus, increase in inventory caused panic in the sales department as demand was sluggish. He, therefore, offered high discounted prices to liquidate the stock. This study integrated the theories of accounting/financial ratio metrics, accounts reconciliation, business ethics and lean tools. It was demonstrated in this case that the irregularities in sales accounting and their inability of reconciliation had a serious impact on business performance. The concept of total reward was also invoked to understand the disruptive and unscrupulous practices. Complexity Academic Level: This case has been particularly focused on undergraduate and postgraduate early-stage-level students pursuing business or commerce program, particularly those specializing in accounting (sales accounting) and human resource management courses. Supplementary materials: Teaching notes are available for educators only. Subject Code: CSS 1: Accounting and Finance. © 2022, Emerald Publishing Limited.",2022,Emerald Emerging Markets Case Studies,Auditing; Business ethics; Leadership; Ratio metrics; Reconciliation; Sales accounting; Toxic environment,Auditing; Business ethics; Leadership; Ratio metrics; Reconciliation; Sales accounting; Toxic environment
"Outila V., Piekkari R., Mihailova I., Angouri J.",57204917865;8334221300;55341837100;23033445600;,“Trust But Verify”: How middle managers in a multinational use proverbs to translate an imported management concept,others,others,"In this paper we report on how middle managers in a Russian subsidiary translate empowerment, a ‘western’ management concept imposed by the Finnish headquarters. The analysis shows that in their discursive struggles these middle managers mobilised proverbs to address competing discourses that reflected imported and local ideals of good management. We advance organisational translation research by highlighting the value of proverbs as an understudied discursive resource in translation activities on the ground. The paper also examines the dual role of middle managers as both translators and implementers of an imported and imposed concept in a multinational corporation. Translation work carried out by middle managers in multinationals has received limited attention in previous research. Finally, by bringing together the discursive and the interlingual, we join recent efforts to broaden the definition of translation to encompass translation work undertaken in multilingual organisations. © The Author(s) 2020.",2021,Organization Studies,discourse; discourse theory; employee empowerment; human relations and practices; interpretive; leadership; proverbs; Russia; single case study; translation,discourse; discourse theory; employee empowerment; human relations and practices; interpretive; leadership; proverbs; Russia; single case study; translation
"Jia J., Yan J., Cai Y., Liu Y.",51665092800;57203575688;57192077757;55775811100;,Paradoxical leadership incongruence and Chinese individuals’ followership behaviors: moderation effects of hierarchical culture and perceived strength of human resource management system,style_paradoxical,leadership_style,"We examined the effect of paradoxical leadership incongruence on Chinese individuals’ followership behaviors. We also hypothesized that paradoxical leadership incongruence (and congruence) will differentially predict followership behaviors, with hierarchical culture and the perceived strength of the HRM system serving as moderators. With multi-source and multi-wave matched data and polynomial regression, our results corroborate the following: (1) paradoxical leadership incongruence (and congruence) can have consequential effects on followership behaviors, (2) paradoxical leadership incongruence increases followership behavior better when hierarchical culture is high, and (3) paradoxical leadership incongruence motivates followership behavior better when the perceived strength of the HRM system is high. © 2018, Springer Nature Limited.",2018,Asian Business and Management,Congruence; Followership; Hierarchical culture; Paradoxical leadership; Perceived strength of HRM system,Congruence; Followership; Hierarchical culture; Paradoxical leadership; Perceived strength of HRM system
Bratton A.,57200757725;,The role of talent development in environmentally sustainable hospitality: A case study of a Scottish National Health Service conference centre,organizational,organizational,"Purpose: The purpose of this paper is to examine the role of strategic talent development in supporting environmental management in the hospitality sector, as well as exploring its practical implications. Design/methodology/approach: This paper examines a single public sector case study in the hospitality industry, a National Health Service conference centre. This case is part of a larger study in which qualitative and quantitative data were collected in six public and private sector workplaces in Scotland. Findings: The findings emphasise the key role of leaders as change agents, and in promoting sustainability and encouraging workplace low-carbon behaviours. The findings demonstrate that an inclusive approach to talent development can play a key role in creating a pro-environmental culture and can significantly contribute to the long-term environmental sustainability of organisations. Research limitations/implications: The scale of the research is limited to one public sector case study and restricted to the Scottish hospitality industry. Extending the research to multiple case studies in both the public and private sector in Scotland would be useful. Practical implications: This paper makes recommendations about the role of line managers, blended learning strategies, organisational culture and employee participation in supporting workplace learning for sustainability. Originality/value: This paper examines the role of strategic talent development in supporting environmental sustainability in the hospitality industry and provides unique insight for both academics and practitioners into a single public sector case study. © 2018, Emerald Publishing Limited.",2018,Worldwide Hospitality and Tourism Themes,Environmental leadership; Pro-environmental culture; Sustainability,Environmental leadership; Pro-environmental culture; Sustainability
"Sandahl C., Larsson G., Lundin J., Söderhjelm T.M.",6601932650;7102442974;57205469668;57188649354;,The experiential understanding group-and-leader managerial course: long-term follow-up,others,others,"Purpose: The purpose of this paper is to report on the results of an experiential leader development course titled understanding group-and-leader (UGL). Design/methodology/approach: The study sample consisted of 61 course participants (the managers) and 318 subordinate raters. The development leadership questionnaire (DLQ) was used to measure the results of the course. The measurements were made on three occasions: shortly before the course, one month after the course and six months after the course. Findings: The managers’ self-evaluations did not change significantly after the course. However, the subordinate raters’ evaluations of their managers indicated a positive trend in the scales of developmental leadership and conventional-positive leadership one month and six months after the course. Research limitations/implications: The study was based on a comparatively small sample with a number of drop-outs. The study lacked a control condition. Practical implications: From an organizational point of view, it could be argued that it is justifiable to send managers to such a course, as there is a good chance for an improvement in their leadership style as rated by subordinates. Social implications: The integration of group processes and leadership behavior in the context of experiential learning seems to be a fruitful path to leader development. Originality/value: Longitudinal studies on the results of experiential learning for managers are sparse. This is the first quantitative evaluation of a course that more than 80,000 individuals have taken. © 2019, Emerald Publishing Limited.",2019,Leadership and Organization Development Journal,Development leadership questionnaire (DLQ); Experiential learning; Leader development; Longitudinal research; Understanding group-and-leader (UGL),Development leadership questionnaire (DLQ); Experiential learning; Leader development; Longitudinal research; Understanding group-and-leader (UGL)
"Chong M.P.M., Zhu X., Fu P., Wong L.Y.S.",25521146500;57203865398;15058882300;57207757515;,Influence strategies and work outcomes: effects of attributions,others,others,"Purpose: Previous research on influence strategies has almost exclusively indicated negative relationships between assertive influence and employee work outcomes; the purpose of this study is to argue that an assertive influence strategy can also lead to both positive and negative work outcomes, when subordinates hold different attributions towards the leaders’ motive of using assertive influence (hereafter “the cause”). Design/methodology/approach: The empirical study was based on data collected from 930 employees in China. The authors developed hypotheses to test the mediating effects of three types of perception in the relationship between an assertive influence strategy and five outcomes, and additional analyses on persuasive and relational influence strategies are also conducted. Findings: Results show that when subordinates attribute the cause to their ability (internal attribution), an assertive influence has indirect positive effect on felt obligation, organizational commitment, job performance and organizational citizenship behavior; when subordinates attribute the cause to the poor relationship with their superiors (relational attribution), an assertive influence has indirect negative impact on most outcomes except for job performance; when subordinates perceive that the cause is to the superiors, such as authoritarian leadership (external attribution), an assertive influence has indirect positive effect on job performance. Practical implications: The study highlights the importance of subordinates’ perceptions during the leadership influence processes. Originality/value: This study was the first to examine the mediation relationship between three types of influence strategies and five organizational outcomes based on a large sample of front-line staff in China. The findings of the study also enrich the literature of leadership and attribution theories. © 2019, Emerald Publishing Limited.",2019,Chinese Management Studies,Assertive influence strategy; Attribution theories; China; Employees’ positive and negative work outcomes; Influence strategies; Persuasive and relational strategies,Assertive influence strategy; Attribution theories; China; Employees’ positive and negative work outcomes; Influence strategies; Persuasive and relational strategies
"Alzghoul A., Elrehail H., Emeagwali O.L., AlShboul M.K.",57196007465;57189906502;55437517900;57204330624;,"Knowledge management, workplace climate, creativity and performance: The role of authentic leadership",style_authentic,leadership_style,"Purpose: This study aims at providing empirical evidence pertaining to the interaction among authentic leadership, workplace harmony, worker's creativity and performance in the context of telecommunication sector. These research streams remain important issues and of interest as the world continues to migrate toward a knowledge-based economy. Design/methodology/approach: Applying structural equation modeling, this study diagnosed the impact of Authentic leadership (AL) on employees (n = 345) in two Jordanian telecommunication firms, specifically, how it shapes workplace climate, creativity and job performance. The study also tests the moderating role of knowledge sharing in the model, as well as the mediating role of workplace climate on the relationship between AL and positive organizational outcomes. Findings: The empirical result suggests that AL positively influences workplace climate, creativity and job performance; workplace climate positively influences creativity and job performance; workplace climate mediates the relationship between AL and creativity, and job performance; and knowledge sharing behavior moderates the relationship between AL and workplace climate. Originality/value: This study highlights the magnificent power of AL and knowledge sharing, not only in shaping the workplace atmosphere but also in delineating how these variables stimulate creativity and performance among employees. The implications for research and practice are discussed. © 2018, Emerald Publishing Limited.",2018,Journal of Workplace Learning,Authentic leadership; Creativity; Jordan; Knowledge management; Performance; Workplace climate,Authentic leadership; Creativity; Jordan; Knowledge management; Performance; Workplace climate
"Singh S., Vidyarthi P.R.",57214304616;36524238100;,Idiosyncratic Deals to Employee Outcomes: Mediating Role of Social Exchange Relationships,others,others,"The individualized work-related agreements known as idiosyncratic deals (i-deals), which are negotiated between the employee and the employer, has been shown to affect employee outcomes. In this study, we suggest that social comparison theory, in addition to social exchange theory, can be used to explain the effect of i-deals on employee outcomes. This study explains the process through which i-deals lead to positive employee outcomes in the form of increased employee job satisfaction, organizational citizenship behavior, job performance, and reduced employee turnover. We hypothesized that employees’ perceived organizational support (POS), quality of relationship with the supervisor known as leader–member exchange (LMX), and quality of the relationship with the supervisor in comparison to others in the group termed as leader–member exchange social comparison (LMXSC) mediates the relationships between i-deals to outcomes. In a sample of 338 faculty employees nested in 49 departments from a private university, we found support for direct relationships between i-deals, outcomes, and mediators (POS, LMX, and LMXSC). We also found partial support for the mediation of LMX and LMXSC. The theoretical and practical implications of results are discussed. © The Authors 2018.",2018,Journal of Leadership and Organizational Studies,idiosyncratic deals; leadership–member exchange; leadership–member exchange social comparison,idiosyncratic deals; leadership–member exchange; leadership–member exchange social comparison
Sitohang M.,57834900500;,"The Influence of Leadership Styles, Entrepreneurship Trait, And Work Motivation of Civil Servants Against Organizational Citizenship Behavior",organizational,organizational,"The purpose of this research is to find out the influence of leadership styles, the entrepreneurship traits, and work motivation of civil servant against organizational citizenship behaviour (A study at Civil Servants of National Civil Service Agency). Sample of this study is 261 civil servants from populations. From this sample, the study using a sample of 153 people by randomly sampling techniques. The Data is obtained by distributing questionnaire and it is being analyzed using path analysis techniques. The research results obtained: (1) leadership style has a direct positive influence on the organizational citizenship behaviour, (2) the entrepreneurship traits has a direct positive influence on organizational citizenship behaviour, (3) work motivation of civil servant has a direct positive influence on organizational citizenship behaviour, (4) leadership style has a direct positive influence on work motivation of civil servant, (5) the entrepreneurship traits has a direct positive influence work motivation of civil servant. © 2022, SRAC - Romanian Society for Quality. All rights reserved.",2022,Quality - Access to Success,entrepreneurship traits; Leadership Style; organizational citizenship behaviour; works motivation of civil servants,entrepreneurship traits; Leadership Style; organizational citizenship behaviour; works motivation of civil servants
Zueva-Owens A.,42263093600;,"Fools, jesters and the possibility of responsible leadership",style_ethical,leadership_style,The vibrant academic and practitioner conversation about corporate responsibility does not appear to reduce the number of scandals involving unethical managerial behaviour. This leaves the question of whether responsible organisational leadership is possible. Some leadership scholars recently suggested that understanding leadership as a relational process can facilitate more responsible leadership practice. This article develops the relational leadership perspective by offering a critical discussion of the possibility of responsible relational leadership. I construct an understanding of responsibility following the writings of Emmanuel Levinas and Jacques Derrida. I then use the archetypal figure of the Fool as an imaginary device to translate Levinasian and Derridian ethics into lived experiences and thus illuminate the conditions under which responsibility may be possibilised. This theoretical analysis exposes the irresolvable tension between responsibility and the relational in leadership but also identifies ways through which leadership actors can strive for responsibility through purposefully engaging with the tension. © The Author(s) 2019.,2020,Organization,Aporia; archetypes; Derrida; Levinas; responsible leadership; the fool,Aporia; archetypes; Derrida; Levinas; responsible leadership; the fool
